customer_code,customer_name,customer_name_ar,salesman_code,salesman_name,type,group_name,category,area,phone,credit_days,credit_limit,notes,is_active
CA216,PAPAROTI AVENUE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2160,TIME JUICE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2161,CHICKI N GRILL,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2162,EVER CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2163,REVIOW,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2164,CAPRI,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2165,CASPER,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2166,SABOR,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2167,EARLY BIRD,,RK,RAWAD KASEM,,,,,,30,0.000,,true
CA2168,BLACK EYE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2169,GIULIA - SHUWAIKH,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2170,CHAPPATI,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2171,SUPER FOOD,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2172,FATAYER TAYER,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2173,VOCO - QIBLA,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA2174,ADORABLE - QURRAIN,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA2175,IN IN CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2176,CEASER BAKERY,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2177,FIORY - QURRAIN,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2178,SIDRA HOSPITAL - RIGGAE,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2179,MASAHA13,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA218,NAHR AL FONON,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2180,ANTIC,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2181,ARENA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2182,ROOT CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2183,EIN,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2184,BAITAK BAKERY - QURRAIN,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA2185,BATTLE GROUND GRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2186,LOOND - FAHAHEEL,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2187,LE BUFFET - QURRAIN,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2188,RND - SABAH ALSALEM,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2189,FLOS - SALMIYA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2190,CLOCK,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2191,ARRABIATA - HAWALLY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2192,FETHER - JAHRA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2193,ARK CAFE - AL RAI,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2194,TATOPOTATO - MUBARAKIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2195,FOODZ INTERNATIONAL,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2196,BAIT ABEER - ABU HASANIYA,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2197,ASH CAFE KUWAIT,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2198,KAIFAK,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2199,KOHI - EGAILA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA22,ANANS & KIWI JUICE REST.,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA2201,LOUNGO - SHARQ,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2202,US SIDE -ARDIYA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2205,AL SHAMAM - SHUWAIKH,,JL,JALIL,,,,,,30,0.000,,true
CA2207,BLUE AGE-SABAH AL SALEM,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2210,SONBULA,,JL,JALIL,,,,,,30,0.000,,true
CA2211,KAWTHAR-SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2212,TARTINE - SHAAB,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2213,ZANATI,,JL,JALIL,,,,,,30,0.000,,true
CA2214,DEMASHKI,,JL,JALIL,,,,,,30,0.000,,true
CA2215,AMAL KUWAIT,,JL,JALIL,,,,,,30,0.000,,true
CA2216,HODAIDA SWEET,,JL,JALIL,,,,,,30,0.000,,true
CA2217,ZOOQ RAFEE,,JL,JALIL,,,,,,30,0.000,,true
CA2218,SALAM,,JL,JALIL,,,,,,30,0.000,,true
CA2219,NASSER JAZEERA,,JL,JALIL,,,,,,30,0.000,,true
CA222,SANDRELLA AQAILA,,X,OFFICE,,,,,,30,0.000,,true
CA2220,FLUE CAFE - SHUWAIKH,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2221,POPCORN - QURRAIN,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2222,HOROOF,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2223,GRANO PIZZA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2224,SPINNERS - REGGAI,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA2225,BRUNO - SHARQ,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2227,GO DONER,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2228,SAJ HAMOOD,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA223,PIZZA ROMANI,,JV,JOAQUIM,,,,,,30,0.000,,true
CA2230,LA PRESS,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2231,UP SHOOT - SHUWAIKH,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2232,CAL CAFE - MAHABOULLA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2234,NOUGA PASTRY-SHUWAIKH,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2235,MR. AHMED,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2236,JAMAL AL ZAHBIYA GEN TRAD CO,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2237,AL SAKER CO,,JL,JALIL,,,,,,30,0.000,,true
CA2238,LOAZ CAFE,,KM,KARIM MAHER MAHMOUD YOUSSEF,,,,,,30,0.000,,true
CA2239,WITH CAFE - KUWAIT CITY,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA2240,ENINE DIET - QURRAIN,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2244,DUTCH - JAHRA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2245,ARABIA CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2246,SWETCH CAFE,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2247,TAMPER CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2248,LE CHOY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2249,LEVO SWEET,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2250,HAJERY,,RK,RAWAD KASEM,,,,,,30,0.000,,true
CA2251,BIKE CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2252,XPRESSO CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2254,GOOSE - SHUWAIKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2255,QASR AL SHOOQ,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2256,W CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2257,SWEDISH EARLY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2258,YARD CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2259,KOHL CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2260,BOM JUICE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2261,OCTOBER CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2262,KOSHYA CAFE,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA2263,RECA - SHARQ,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2264,SAHARA GULF,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2265,229 CAFE AND RESTAURANT - SALMIYA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2266,TALA CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2267,SERVESE FINTAS,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2268,RECEPE CASTROLLA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2269,HOT SHOOT,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2270,FOOD TRUCK,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2272,COOKIE DOUGH,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2275,BROWN TOMATO,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA2276,AMAY - HAWALLI,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2278,LINEN - SHARQ,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2279,FAITHI CO,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2281,ROKEN EL MONESH,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2283,FOX CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2284,SIBON,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2285,ARKAN CATERING - ARDIYA,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2286,BAYAN FOOD CAFE - FARWANIYA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2287,GOD GOURMET,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2288,MALT CAFE,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2289,MELO BAKERY - HAWALLY,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2290,BAB BON - SHUWAIKH,,X,OFFICE,,,,,,30,0.000,,true
CA2291,MOMENTO,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2292,55 CHOCOLATE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2293,CK CAFE,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2294,CHEF COUSIN,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2296,MAMA BINZ,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2297,COCHIN,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2298,LAVATERA CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2299,COMMON EATRY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2300,APRIS CHOCOLATE,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2301,ONLY CAKE,,AD,MOHAMAD ADNAN ABDALLAH,,,,,,30,0.000,,true
CA2302,ROSE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2303,FOOD FACTORY - SHUWAIKH,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2305,THE BIG DIP KUWAIT,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2306,CREATE BAKERY - SHARQ,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2307,AL KHEDAWI REST,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2308,HAROUN REST,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2309,BIG GRILL,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2310,CHOCOLATE HOUSE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2311,LA PARIS,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2312,TIGER COOKIES,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2313,COCOA CORNER,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2314,ABDUL HAMID CO,,X,OFFICE,,,,,,30,0.000,,true
CA2315,CHEF KHALIL - YARMOUK,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2316,BRIO CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2317,HOMEMEADE - QURAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2318,SAN RAMON - SABAH AL SALEEM,,RK,RAWAD KASEM,,,,,,30,0.000,,true
CA2319,LENTRANE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA2320,ORU ROSTER,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2321,X SLIDER / PASTA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA2322,MILKD KW,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2323,TRAID COMPANY FOR CATERING - QURAIN,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2324,JB RESTAURANT MANAGEMENT CO QURAIN,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2325,SAJ MA SAJ RESTAURANT - QURAIN,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2326,DAFORNO KW,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2327,EAT AND FIT - HAWALLY ( ZAM ZAM MALL),,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2328,BOLIVAR - GRAIN ( BESIDE KHABARIYA),,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2329,LITTLE TOKYO - HAWALLY (ZAM ZAM MALL),,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2330,CLARIO - SALMIYA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2331,SUSHI SORA 1 - HAWALLY ZAM ZAM MALL,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2332,SOUFRET ZOUHIR-SALMIYA MARINA CRESCENT,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2334,PANA KWT - GREEN ISLAND PARKING,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2336,PALM & BERDAWNY RESTAURANT - ABU HASANIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2337,FRESCA CATERING - DAJEEJ,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2338,NAWA CAFE - AL GUBLA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2339,INFUSE CAFE - RAWDA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2340,NASER AL JAZEERA,,JL,JALIL,,,,,,30,0.000,,true
CA2341,PLATINUM FIT - ARDIYA,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA2342,LUTECE CHOCALATE,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2343,LEA FOR LEBANESE FRUITS & VEGETABLES,,AG,ONLINE SALES,,,,,,30,0.000,,true
CA2344,OFFICE,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2345,KUWAIT INTERNATIONAL FOOD,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA2346,SWEET AND POSITIVE - QURAIN,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2347,HAYA ABU AL-KHALIL - ARDIYA,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2348,OSAKA WOK REST. - HAWALLY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2349,DAUAU - SALMIYA AKHNAN COMPLEX,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA235,LITTLE NESS SHARQ,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2350,VIBES COFFEE,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2351,BAKERY LOUNGE,,AN1,ALI ABDULNABI,,,,,,30,0.000,,true
CA2352,AL TAWHEED AL NOOR - SHUWAIKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2353,SOLEIL CHOCOLATERIE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2354,HOME BUSINESS-AN,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2355,PASTRY BUSINESS - HOME,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2356,MARAFIE WORKS GROUP (SASO RESTOLOUNGE),,RK,RAWAD KASEM,,,,,,30,0.000,,true
CA2357,DIET BUX - ARDHIYA,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2358,REEM - BAYAN,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2359,VION RESTAURANT,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA2360,OCCASION COFFE - SHARQ - 60026711,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2361,MILAGRO - ABU AL HASASNIYA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2362,PHILOSPHY - HAWALLY -,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2363,BURGER & KARAK - GATE MALL,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2364,LIFE STYLE - QURAIN,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA2366,MR.HASAN - 50540466,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2367,AURORA COFFEE - SALMIYA COOP,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2368,IVIAN - SHUWAIKH,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2369,SAPROSO - GRAIN,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2370,RUBY'S CAFE COMPANY,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA2371,WILL CAFE - ABU ALHASANI - MALL 30,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2372,TE AMO CAFE -SHUWAIKH-1,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2373,MAMA JOZA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA2374,HOME CATER,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA2375,CHERRY BEAN CAFE - FARWANIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2376,QUTTAINAH MEDICAL CENTER - SHAAB BEACH AHMADI,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA2377,FORMAGGIO CHEESERY,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2378,DEBAS - SHUWAIKH,,JL,JALIL,,,,,,30,0.000,,true
CA2379,ABDEL AZEEZ - KAIFAN B-2,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA238,SAJ LEBNAN,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2380,AL MULLA FOODS - QIBLA TOWER,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA2381,NAIF FACTORY(POULTRY) - AMGARAH INDUSRIAL ARIA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2382,ALHAYAT MEDICAL - HAWALLY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2383,WATANIYA CATERING - ARADIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2384,VODCO - SHUWAIKH,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2385,312 CAFE - SALMIYA DALAL MALL - 99719934,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2386,BOOM JUICE - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2387,ROBUSTA COFFEE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2388,MAHMOOD TRUCK - HADIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2389,HAMRA HOTEL - SHARQ,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA239,ICE AGE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2390,MAHMOOD HOME - RAWDA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2391,DAWANI - OM HAYMAN,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2392,FOOD TRUCK - (MONIN),,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2393,DAWANI - SALWA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2394,HELEN CAFE - ABU HALIFA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2395,FINS - SEA FOOD - SALMIYA,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2396,TRIOM CAFE,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA2397,PABLO RESTAURANT - AHMADI,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA2398,BEST CHOCOLATE IN WORLD,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2399,IFVODELY SHUWAKI,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA240,PINA COLODA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2400,COFFEE CO (GRND),,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2401,MOHAMMED AL BAEJAN - 99787337,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA2402,CHEVAL COFFEE - ARDIYA,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2403,HI-DOO CAFE ARDIYA,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2404,TITOLO COFFEE - ARDIYA,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2405,VELOS CAFE - ARDIYA,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2406,Q8 JUICE - ARDIYA,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA2407,DAR AJWAN CAFE - ARDIYA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2408,WASFAT COMPANY - QURRAIN,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2409,OCEAN TEA COFFEE - ARDIYA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA2410,CHEF NANCY - SALWA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2411,NEAN DIFFERENT,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2412,KHALED ABU FATIRA,,AN1,ALI ABDULNABI,,,,,,30,0.000,,true
CA2413,FOOD TAILORS - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2414,ZAHRA PASTRY - SALMIYA,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2415,ASH KUWAIT - QIBLA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2416,FUJI CURRY - JABARIYA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2417,AMANAH GEN. TRD. CO. - SHUWAIKH,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2418,SHAAB - SBDULAH MESHARI ALRAWDA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2419,PUMP JUICE - QURRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2420,BLUE CAFE - HAWALLY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2421,BU MASOUD,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2422,GRILL CO - ABU HASANIYA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2423,THE CLOUD RESTAURANT - SALMIYA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA2424,A20 COFFEE,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA2425,THE PLACE RESTAURANT - SHARQ / GATE MALL,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2426,LAMIZON DOH FOR MAJ - SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2427,BROASTED AL SHAM,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2429,GLOW CAFE - ABU HASANIYA 30MALL,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA2430,JUAN VALDEZ CAFE - SYMPHONY MALL,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA2431,QUTTAINAH MEDICAL CENTER - SABAH AL SALEEM,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA2432,TUNE CAFE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA2433,DIET JOKER - FINTAS,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2434,HAISO RESTAURANT - HAWALLY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2435,J FUSHION - HAWALLY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA2436,WAKE UP - ABU HALIFA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA2437,QADSIYA - BLOCK 7,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2438,COFFEE LEGEND,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA2439,LINEUPFIT - SHUWAIKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
